,KL,silhouetteoss
0,0.006888093566894531,0.12337691336870193
1,0.008725469970703125,0.051254015415906906
2,0.011298720550537109,0.05505223572254181
3,0.017405435180664064,0.0015237097395583987
4,0.030101388549804688,0.06850066035985947
5,0.053231414794921876,0.04442787542939186
6,0.09502469482421876,0.1936730593442917
7,0.1649234130859375,0.17017772793769836
8,0.2790894775390625,0.211648628115654
9,0.46790087890625,0.28156620264053345
10,0.800003515625,0.43713605403900146
11,1.21241669921875,0.5174725651741028
12,1.90459453125,0.5729310512542725
13,2.593524609375,0.5551560521125793
14,3.29100234375,0.5785544514656067
15,3.943730859375,0.5370001196861267
16,4.3388765625,0.6439995169639587
17,4.95182265625,0.681242823600769
18,5.439222265625,0.7812167406082153
19,5.696112890625,0.6556859612464905
20,5.8027390625,0.5908554196357727
21,6.25724921875,0.5860532522201538
22,6.1369921875,0.683052122592926
23,6.34456171875,0.6156681776046753
24,6.3362046875,0.5519838333129883
25,6.35461640625,0.657988429069519
26,6.15841015625,0.648441731929779
27,5.996961328125,0.6547812223434448
28,5.7314453125,0.7078173160552979
29,5.50452265625,0.5985794067382812
30,5.217524609375,0.747931182384491
31,5.0131828125,0.6718506217002869
32,4.967357421875,0.6716949939727783
33,4.7296859375,0.654923677444458
34,4.448477734375,0.6275554299354553
35,4.40700859375,0.6889858245849609
36,4.15063359375,0.6228892207145691
37,4.19255234375,0.7054750323295593
38,3.97702265625,0.6434496641159058
39,3.779112890625,0.6665041446685791
40,3.648953125,0.7164294719696045
41,3.5110484375,0.618013322353363
42,3.399219140625,0.6943744421005249
43,3.28329140625,0.7198724150657654
44,3.127169921875,0.590048611164093
45,2.98581484375,0.6253808736801147
46,2.9113771484375,0.7063989043235779
47,2.843425,0.6879835724830627
48,2.692429296875,0.5442571043968201
49,2.689504296875,0.6314903497695923
50,2.593843359375,0.6385600566864014
51,2.542540234375,0.6617294549942017
52,2.4722958984375,0.5612808465957642
53,2.3942591796875,0.652125895023346
54,2.409362890625,0.632071316242218
55,2.37526328125,0.6892808079719543
56,2.279794921875,0.5996516942977905
57,2.1922072265625,0.5766983032226562
58,2.212805078125,0.6453145146369934
59,2.175388671875,0.6667579412460327
60,2.08624375,0.6316532492637634
61,2.029355859375,0.6213108897209167
62,2.0192873046875,0.6919887065887451
63,2.047339453125,0.695585310459137
64,1.9830537109375,0.5517377853393555
65,1.9955615234375,0.6867148876190186
66,1.927869921875,0.6451144814491272
67,1.849259765625,0.6488621830940247
68,1.805459375,0.6948495507240295
69,1.818661328125,0.5774774551391602
70,1.7553748046875,0.5635568499565125
71,1.7469486328125,0.6525812745094299
72,1.811710546875,0.5991635918617249
73,1.748943359375,0.5803015828132629
74,1.751656640625,0.52056884765625
75,1.70721953125,0.562203586101532
76,1.683857421875,0.5753383636474609
77,1.640885546875,0.5700956583023071
78,1.7701173828125,0.5054661631584167
79,1.845015234375,0.4735091030597687
80,1.843371484375,0.5583727359771729
81,1.7798708984375,0.35890719294548035
82,1.776556640625,0.3461349606513977
83,1.95075,0.41413986682891846
84,1.939247265625,0.49549922347068787
85,1.946904296875,0.49060526490211487
86,2.0325373046875,0.3764675259590149
87,2.06344296875,0.6143391132354736
88,2.01354375,0.39853858947753906
89,2.0583248046875,0.6394802927970886
90,2.074426953125,0.5515504479408264
91,2.2302171875,0.4216083288192749
92,2.12894140625,0.535601794719696
93,2.32981796875,0.34735801815986633
94,2.3633455078125,0.5371224880218506
95,2.433576171875,0.4211265742778778
96,2.487303515625,0.3650728166103363
97,2.55747109375,0.41488879919052124
98,2.502237890625,0.5014748573303223
99,2.71400078125,0.37143996357917786
100,2.7264849609375,0.5818876624107361
101,2.813090234375,0.37227150797843933
102,2.80494375,0.40706518292427063
103,2.7697234375,0.43259376287460327
104,2.945567578125,0.5600969195365906
105,3.00936953125,0.5074592232704163
106,2.912971484375,0.49594083428382874
107,2.978455078125,0.44867393374443054
108,2.9760626953125,0.44387394189834595
109,3.1177193359375,0.5183276534080505
110,3.195486328125,0.4689469635486603
111,3.2327755859375,0.483110249042511
112,3.0947685546875,0.5356950759887695
113,3.1570900390625,0.5151284337043762
114,3.231253125,0.5048653483390808
115,3.26071796875,0.513271689414978
116,3.1061388671875,0.6174471378326416
117,3.217148828125,0.5900882482528687
118,3.101044921875,0.4229031503200531
119,3.2649556640625,0.4446222186088562
120,3.27174296875,0.46191734075546265
121,3.2251140625,0.3652385473251343
122,3.3833453125,0.48406869173049927
123,3.21614375,0.40521353483200073
124,3.135878515625,0.43692493438720703
125,3.200503515625,0.49624791741371155
126,3.307862109375,0.5664582848548889
127,3.1895875,0.4816293716430664
128,3.18755546875,0.5458561778068542
129,3.1985234375,0.6269533634185791
130,3.2734609375,0.5026929378509521
131,3.163075390625,0.48273810744285583
132,3.1907296875,0.5011357665061951
133,3.276162890625,0.5840584635734558
134,3.292865625,0.45091086626052856
135,3.10806328125,0.6231606006622314
136,3.1289390625,0.5707799196243286
137,3.210576953125,0.4866396486759186
138,3.16148359375,0.49432066082954407
139,3.0866142578125,0.4609120786190033
140,3.1797953125,0.46437886357307434
141,3.1955015625,0.3254663348197937
142,3.18352890625,0.48945409059524536
143,3.01111640625,0.43943050503730774
144,3.2443921875,0.42802685499191284
145,3.22103203125,0.3931846618652344
146,3.19648359375,0.5319997072219849
147,3.265101953125,0.5664541125297546
148,3.2683646484375,0.38793259859085083
149,3.379845703125,0.4257797598838806
150,3.199521875,0.4880906939506531
151,3.2591265625,0.46776047348976135
152,3.236415625,0.4855596423149109
153,3.361740625,0.4329775869846344
154,3.363658203125,0.4453684389591217
155,3.384015625,0.3548371493816376
156,3.3022640625,0.49557051062583923
157,3.41189609375,0.4086979627609253
158,3.392053125,0.4135667383670807
159,3.45287578125,0.4547009766101837
160,3.46497421875,0.48912233114242554
161,3.39910859375,0.4874444603919983
162,3.3467609375,0.30108603835105896
163,3.3834828125,0.4261087477207184
164,3.466725,0.5273892879486084
165,3.3993953125,0.3906158208847046
166,3.47520859375,0.36592012643814087
167,3.43381328125,0.3683145344257355
168,3.5872546875,0.48266929388046265
169,3.4964734375,0.40045419335365295
170,3.580446875,0.3348291218280792
171,3.558127734375,0.3995742201805115
172,3.5757078125,0.4337334930896759
173,3.64671875,0.43908530473709106
174,3.47316484375,0.41241249442100525
175,3.450771484375,0.4780144691467285
176,3.5515,0.428874135017395
177,3.648404296875,0.41085687279701233
178,3.47096328125,0.408469021320343
179,3.524782421875,0.46908310055732727
180,3.6894359375,0.4270986318588257
181,3.53424375,0.4730397164821625
182,3.4958046875,0.4379720687866211
183,3.52538984375,0.3986305296421051
184,3.44700078125,0.36466091871261597
185,3.56032421875,0.4685308337211609
186,3.525458203125,0.5163332223892212
187,3.553997265625,0.3781374394893646
188,3.556746484375,0.39802059531211853
189,3.53340703125,0.422208696603775
190,3.49015390625,0.3103989362716675
191,3.6043578125,0.45853012800216675
192,3.5026421875,0.3996383249759674
193,3.5347078125,0.40370938181877136
194,3.55221328125,0.4605751931667328
195,3.70021953125,0.34958621859550476
196,3.56947734375,0.45662805438041687
197,3.677553125,0.48634085059165955
198,3.517982421875,0.3252272605895996
199,3.490568359375,0.40945371985435486
200,3.633948828125,0.4434404671192169
201,3.59606640625,0.3556395471096039
202,3.446384765625,0.34377533197402954
203,3.7369703125,0.43146201968193054
204,3.562542578125,0.483214795589447
205,3.702678125,0.3871985077857971
206,3.5797375,0.3620551824569702
207,3.76658046875,0.343045711517334
208,3.530246484375,0.2776253819465637
209,3.54570234375,0.48527175188064575
210,3.4109109375,0.3652764558792114
211,3.55714921875,0.45779067277908325
212,3.55699140625,0.42362740635871887
213,3.38936328125,0.3638303875923157
214,3.741653515625,0.4553534686565399
215,3.50677421875,0.3844574987888336
216,3.59105390625,0.42510682344436646
217,3.77949609375,0.36918920278549194
218,3.641559375,0.3472880721092224
219,3.6795875,0.3827469050884247
220,3.514603125,0.4227740466594696
221,3.56600625,0.2305964082479477
222,3.604294921875,0.34206944704055786
223,3.53246953125,0.46486619114875793
224,3.520377734375,0.3470562696456909
225,3.47425546875,0.4077414274215698
226,3.62482578125,0.36366838216781616
227,3.575098046875,0.35200023651123047
228,3.4615515625,0.29823794960975647
229,3.476330859375,0.37953755259513855
230,3.3972703125,0.3663040101528168
231,3.571758984375,0.34653371572494507
232,3.44519375,0.3243112862110138
233,3.50460625,0.24375812709331512
234,3.7284875,0.32290783524513245
235,3.54775234375,0.35961973667144775
236,3.594641796875,0.3655835688114166
237,3.7727828125,0.39514559507369995
238,3.607558203125,0.42749419808387756
239,3.776928125,0.3909466862678528
240,3.50077421875,0.38135483860969543
241,3.6463265625,0.3994307219982147
242,3.67827890625,0.3790338337421417
243,3.626887109375,0.41798946261405945
244,3.7455953125,0.2500702142715454
245,3.653256640625,0.18475963175296783
246,3.613821484375,0.27504998445510864
247,3.746932421875,0.34856584668159485
248,3.70479453125,0.37093687057495117
249,3.61099375,0.2991475462913513
250,3.655376171875,0.41875073313713074
251,3.4301109375,0.39980143308639526
252,3.49079921875,0.24931113421916962
253,3.4840640625,0.2781468629837036
254,3.7028046875,0.363554984331131
255,3.4554,0.2884220778942108
256,3.68993203125,0.2816789448261261
257,3.5493140625,0.4205147325992584
258,3.70473125,0.33999791741371155
259,3.595087109375,0.35224029421806335
260,3.504453125,0.29767733812332153
261,3.66178203125,0.3522892892360687
262,3.573048046875,0.28040018677711487
263,3.5408328125,0.39576295018196106
264,3.55672265625,0.2614697217941284
265,3.667734375,0.25492778420448303
266,3.514834375,0.32747381925582886
267,3.562212109375,0.3558250069618225
268,3.660425390625,0.3187648057937622
269,3.426440234375,0.29644250869750977
270,3.571534375,0.24186594784259796
271,3.647603125,0.2953958809375763
272,3.7797421875,0.42877262830734253
273,3.692618359375,0.25234293937683105
274,3.705746875,0.31270185112953186
275,3.74812421875,0.37201642990112305
276,3.632487109375,0.35388174653053284
277,3.708828515625,0.33449089527130127
278,3.6367609375,0.3657909035682678
279,3.7220296875,0.3253686726093292
280,3.70094453125,0.36593133211135864
281,3.55957734375,0.41254284977912903
282,3.62598515625,0.414786696434021
283,3.64640703125,0.3748857080936432
284,3.598810546875,0.2029421478509903
285,3.591380859375,0.37575873732566833
286,3.669121484375,0.38543736934661865
287,3.549615625,0.3134661912918091
288,3.5943890625,0.36079323291778564
289,3.62057109375,0.3060247600078583
290,3.5623828125,0.34222152829170227
